order	family	Genus	species	mass(g)	gestation(mo)	newborn(g)	weaning(mo)	wean mass(g)	AFR(mo)	max. life(mo)	litter size	litters/year	refs
Rodentia	Ctenodactylidae	Ctenodactylus	vali	174.75	2.00	18.30	-999.00	-999.00	9.00	-999	2.00	-999.00	"1,2,23"
Rodentia	Ctenodactylidae	Ctenodactylus	gundi	288.80	2.44	29.90	-999.00	-999.00	10.50	-999	1.85	1.00	"1,2"
Rodentia	Ctenodactylidae	Massoutiera	mzabi	194.00	-999.00	20.50	-999.00	-999.00	-999.00	-999	2.00	-999.00	"1,2"
Rodentia	Ctenomyidae	Ctenomys	torquatus	275.00	3.53	-999.00	-999.00	-999.00	-999.00	-999	2.50	-999.00	"1,16"
Rodentia	Ctenomyidae	Ctenomys	haigi	164.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	2.60	-999.00	"4,18"
Rodentia	Ctenomyidae	Ctenomys	peruanus	490.00	4.00	34.70	-999.00	-999.00	-999.00	-999	3.00	-999.00	"1,2,16"
Rodentia	Ctenomyidae	Ctenomys	talarum	100.00	3.87	8.00	1.20	-999.00	8.07	-999	4.25	-999.00	"1,2,4,23,29"
Rodentia	Ctenomyidae	Ctenomys	opimus	400.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	2.00	1.00	"1,2,16"
Rodentia	Dasyproctidae	Dasyprocta	punctata	2675.00	2.80	22.70	-999.00	-999.00	16.00	-999	1.64	-999.00	"1,4,16"
Rodentia	Dasyproctidae	Dasyprocta	cristata	2650.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	2.00	-999.00	"1,18"
Rodentia	Dasyproctidae	Dasyprocta	leporina	3265.00	3.47	-999.00	-999.00	-999.00	6.36	213	2.10	-999.00	"1,2,16,23"
Rodentia	Dasyproctidae	Myoprocta	acouchy	775.00	3.30	76.80	1.75	350.00	8.22	-999	1.75	-999.00	"1,16,23"
Rodentia	Dinomyidae	Dinomys	branickii	12500.00	8.42	730.54	0.50	-999.00	-999.00	156	1.85	-999.00	"1,2,11,29"
Rodentia	Dipodidae	Allactaga	tetradactyla	52.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999.00	2
Rodentia	Dipodidae	Allactaga	euphratica	35.90	-999.00	-999.00	-999.00	-999.00	-999.00	50	5.00	-999.00	"1,2,16"
Rodentia	Dipodidae	Allactaga	sibirica	117.50	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	1.00	"1,2"
Rodentia	Dipodidae	Allactaga	elater	58.67	-999.00	-999.00	1.09	-999.00	4.67	-999	4.55	2.00	"1,2,23"
Rodentia	Dipodidae	Dipus	sagitta	87.00	0.92	-999.00	-999.00	-999.00	2.75	-999	3.38	2.00	"1,2,23"
Rodentia	Dipodidae	Eremodipus	lichtensteini	51.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	1.00	"1,16"
Rodentia	Dipodidae	Jaculus	orientalis	134.00	1.15	-999.00	-999.00	-999.00	-999.00	-999	2.50	-999.00	"1,2,29"
Rodentia	Dipodidae	Jaculus	jaculus	55.00	1.28	2.00	1.67	20.00	10.74	75	4.33	1.50	"1,2,7"
Rodentia	Dipodidae	Jaculus	turcmenicus	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	4.50	3.00	2
Rodentia	Dipodidae	Napaeozapus	insignis	21.33	0.77	0.96	1.19	8.90	8.40	48	4.42	1.33	"1,2,11,23"
Rodentia	Dipodidae	Pygeretmus	platyurus	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	6.00	-999.00	1
Rodentia	Dipodidae	Pygeretmus	pumilio	52.33	0.92	-999.00	-999.00	-999.00	5.18	-999	3.00	2.00	"1,2,23"
Rodentia	Dipodidae	Salpingotus	crassicauda	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	2.57	2.00	1
Rodentia	Dipodidae	Sicista	napaea	-999.00	0.69	-999.00	-999.00	-999.00	-999.00	-999	3.50	1.00	"1,2"
Rodentia	Dipodidae	Sicista	betulina	8.00	0.97	-999.00	1.25	-999.00	11.61	40	4.86	1.00	"1,2,13,23,29"
Rodentia	Dipodidae	Stylodipus	telum	55.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	3.00	1.00	"1,2"
Rodentia	Dipodidae	Zapus	princeps	28.75	0.60	0.80	0.98	-999.00	-999.00	48	4.89	0.90	"1,2,6,8,26"
Rodentia	Dipodidae	Zapus	trinotatus	24.00	0.69	0.81	1.00	-999.00	12.00	-999	5.50	1.00	"1,6,8,11"
Rodentia	Dipodidae	Zapus	hudsonius	18.25	0.63	0.82	0.92	7.80	1.59	60	5.17	2.07	"1,2,8,13,23"
Rodentia	Echimyidae	Echimys	chrysurus	640.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	2.00	-999.00	"3,16"
Rodentia	Echimyidae	Hoplomys	gymnurus	504.00	-999.00	24.30	-999.00	-999.00	-999.00	-999	2.10	-999.00	"1,2,3"
Rodentia	Echimyidae	Kannabateomys	amblyonyx	460.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	"1,2"
Rodentia	Echimyidae	Makalata	armata	276.00	-999.00	-999.00	-999.00	-999.00	-999.00	37	1.33	-999.00	"1,2"
Rodentia	Echimyidae	Proechimys	cayennensis	356.50	2.10	24.70	0.94	-999.00	4.85	42	2.40	-999.00	"1,2,16,23"
Rodentia	Echimyidae	Proechimys	semispinosus	500.00	2.01	23.00	0.70	-999.00	6.57	-999	2.67	4.04	"1,2,3,23,27,29"
Rodentia	Echimyidae	Proechimys	guairae	350.00	2.09	21.63	0.73	-999.00	2.80	84	2.83	4.40	"1,2,16,23,29"
Rodentia	Echimyidae	Thrichomys	apereoides	373.50	3.10	21.10	1.50	-999.00	5.85	-999	3.15	2.50	"1,2,4"
Rodentia	Erethizontidae	Coendou	prehensilis	3900.00	6.67	407.90	3.13	-999.00	19.00	208	1.00	-999.00	"1,2,4,16"
Rodentia	Erethizontidae	Erethizon	dorsatum	9000.00	6.78	678.20	1.28	936.84	24.74	120	1.00	1.00	"1,2,6,11,23,29"
Rodentia	Erethizontidae	Sphiggurus	villosus	1750.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	"1,16"
Rodentia	Erethizontidae	Sphiggurus	mexicanus	2000.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	"1,20"
Rodentia	Geomyidae	Geomys	bursarius	176.67	0.88	5.51	1.11	22.50	3.93	86	3.39	1.00	"1,2,16,23"
Rodentia	Geomyidae	Geomys	pinetis	142.50	0.93	5.80	1.00	45.00	5.87	-999	1.86	1.73	"1,2,7,11,23,26,29"
Rodentia	Geomyidae	Geomys	personatus	397.00	-999.00	-999.00	-999.00	-999.00	-999.00	24	3.30	2.00	"2,11,18"
Rodentia	Geomyidae	Geomys	arenarius	210.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	5.00	2.00	26
Rodentia	Geomyidae	Orthogeomys	hispidus	650.00	-999.00	-999.00	-999.00	-999.00	2.77	-999	2.00	-999.00	"1,2,23"
Rodentia	Geomyidae	Orthogeomys	cherriei	225.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	2.50	2.00	2
Rodentia	Geomyidae	Pappogeomys	castanops	266.00	-999.00	6.07	-999.00	68.80	10.20	-999	2.00	-999.00	"1,11,23,26"
Rodentia	Geomyidae	Thomomys	clusius	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	6.50	-999.00	1
Rodentia	Geomyidae	Thomomys	monticola	80.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	3.50	1.00	"1,18"
Rodentia	Geomyidae	Thomomys	umbrinus	100.00	-999.00	-999.00	-999.00	-999.00	7.97	-999	3.90	1.00	"1,2,14,16,23,26"
Rodentia	Geomyidae	Thomomys	talpoides	91.40	0.87	3.12	1.32	-999.00	11.70	72	5.09	1.13	"1,2,6,11,23,26,27"
Rodentia	Geomyidae	Thomomys	bulbivorus	359.90	-999.00	6.11	1.50	86.00	-999.00	-999	5.70	1.25	"1,6,11"
Rodentia	Geomyidae	Thomomys	bottae	103.50	0.87	3.30	-999.00	-999.00	-999.00	-999	4.33	1.50	"1,2,16,29"
Rodentia	Geomyidae	Thomomys	townsendii	233.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	5.67	2.00	"1,26"
Rodentia	Heteromyidae	Chaetodipus	nelsoni	14.40	1.00	-999.00	-999.00	-999.00	-999.00	31	3.68	-999.00	"1,11"
Rodentia	Heteromyidae	Chaetodipus	penicillatus	15.23	0.84	-999.00	0.75	-999.00	-999.00	-999	3.69	-999.00	"2,14,16,26"
Rodentia	Heteromyidae	Chaetodipus	californicus	25.50	0.83	1.75	0.76	11.00	3.00	-999	4.00	-999.00	"1,7,26,29"
Rodentia	Heteromyidae	Chaetodipus	intermedius	16.50	-999.00	-999.00	0.80	-999.00	-999.00	-999	4.50	-999.00	"1,2,16"
Rodentia	Heteromyidae	Chaetodipus	fallax	18.70	0.84	-999.00	-999.00	-999.00	5.53	100	-999.00	1.00	"1,2,16"
Rodentia	Heteromyidae	Chaetodipus	formosus	19.45	1.00	1.00	0.75	8.00	12.00	-999	5.53	1.00	"1,14,16"
Rodentia	Heteromyidae	Chaetodipus	hispidus	35.25	-999.00	-999.00	-999.00	-999.00	-999.00	-999	4.90	1.75	"1,11,26"
Rodentia	Heteromyidae	Dipodomys	elephantinus	85.00	1.00	-999.00	-999.00	-999.00	-999.00	-999	2.00	-999.00	26
Rodentia	Heteromyidae	Dipodomys	nitratoides	35.50	1.13	3.18	0.89	20.00	2.90	-999	2.27	-999.00	"1,2,7,11,29"
Rodentia	Heteromyidae	Dipodomys	panamintinus	72.40	0.99	4.50	0.93	-999.00	1.34	-999	3.50	-999.00	"1,11,29"
Rodentia	Heteromyidae	Dipodomys	microps	55.16	1.04	4.00	0.75	21.00	-999.00	-999	2.40	1.00	"1,2,6,11"
Rodentia	Heteromyidae	Dipodomys	agilis	60.57	-999.00	-999.00	-999.00	-999.00	-999.00	-999	2.55	1.00	"1,16,26"
Rodentia	Heteromyidae	Dipodomys	stephensi	64.50	-999.00	4.40	0.67	27.67	-999.00	-999	2.62	1.50	"1,2,7,26"
Rodentia	Heteromyidae	Dipodomys	venustus	82.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	3.00	1.50	26
Rodentia	Heteromyidae	Dipodomys	merriami	40.00	0.91	2.92	0.67	17.60	3.35	-999	2.30	1.63	"1,2,7,14,23,29"
Rodentia	Heteromyidae	Dipodomys	spectabilis	119.60	0.78	7.75	0.81	30.30	-999.00	-999	2.65	2.00	"1,2,11"
Rodentia	Heteromyidae	Dipodomys	californicus	84.96	-999.00	-999.00	-999.00	-999.00	-999.00	-999	2.75	2.00	"1,6,26"
Rodentia	Heteromyidae	Dipodomys	ingens	132.00	-999.00	-999.00	1.07	-999.00	-999.00	-999	2.75	2.00	"1,11,26"
Rodentia	Heteromyidae	Dipodomys	heermanni	65.00	1.03	3.91	1.02	28.10	-999.00	-999	3.12	2.00	"1,2,7,11,23,26"
Rodentia	Heteromyidae	Dipodomys	ordii	54.50	0.99	-999.00	1.13	-999.00	2.59	118	3.30	2.00	"1,2,11,23,27"
Rodentia	Heteromyidae	Dipodomys	deserti	112.00	1.01	3.04	0.67	38.00	-999.00	108	3.29	2.42	"1,2,7,11,26"
Rodentia	Heteromyidae	Heteromys	anomalus	70.00	-999.00	3.30	-999.00	-999.00	1.67	-999	2.00	-999.00	"1,3,16"
Rodentia	Heteromyidae	Heteromys	oresterus	81.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	4.00	-999.00	"1,2,11"
Rodentia	Heteromyidae	Heteromys	goldmani	85.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	3.50	"1,18"
Rodentia	Heteromyidae	Heteromys	desmarestianus	77.00	0.92	3.00	-999.00	-999.00	7.61	-999	3.31	5.00	"1,2,3,16,23"
Rodentia	Heteromyidae	Liomys	pictus	50.00	0.83	2.75	0.87	22.50	3.26	-999	3.50	-999.00	"1,7,29"
Rodentia	Heteromyidae	Liomys	irroratus	42.50	-999.00	-999.00	-999.00	-999.00	-999.00	-999	4.00	-999.00	"1,2"
Rodentia	Heteromyidae	Liomys	adspersus	65.00	-999.00	-999.00	-999.00	-999.00	6.33	18	3.20	1.44	"1,2,18"
Rodentia	Heteromyidae	Liomys	salvini	41.00	0.92	1.90	-999.00	-999.00	2.15	-999	3.43	1.80	"1,11,16,23"
Rodentia	Heteromyidae	Microdipodops	pallidus	13.55	-999.00	1.00	-999.00	-999.00	-999.00	-999	3.90	-999.00	"1,11,26"
Rodentia	Heteromyidae	Microdipodops	megacephalus	13.45	-999.00	-999.00	-999.00	-999.00	-999.00	65	3.90	-999.00	11
Rodentia	Heteromyidae	Perognathus	fasciatus	11.55	1.00	-999.00	-999.00	-999.00	-999.00	-999	4.50	1.00	"1,11,26"
Rodentia	Heteromyidae	Perognathus	longimembris	9.00	0.77	0.78	0.66	4.75	4.96	100	4.33	1.33	"1,2,6,7,14,26"
Rodentia	Heteromyidae	Perognathus	flavus	7.83	0.83	-999.00	1.00	-999.00	-999.00	60	4.43	1.33	"1,11,14,26"
Rodentia	Heteromyidae	Perognathus	flavescens	9.00	0.85	-999.00	-999.00	-999.00	2.75	60	4.75	1.50	"1,11,26"
Rodentia	Heteromyidae	Perognathus	parvus	20.10	0.80	1.50	0.75	-999.00	3.28	-999	4.77	1.60	"1,14,16,23,26,29"
Rodentia	Heteromyidae	Perognathus	merriami	8.00	-999.00	-999.00	0.75	-999.00	-999.00	48	4.50	2.00	26
Rodentia	Heteromyidae	Perognathus	inornatus	8.65	-999.00	-999.00	-999.00	-999.00	-999.00	-999	4.67	2.00	"1,11"
Rodentia	Hydrochaeridae	Hydrochaeris	hydrochaeris	55000.00	8.82	1537.50	3.38	8299.00	15.10	144	3.48	1.25	"1,2,4,11,23,29"
Rodentia	Hystricidae	Atherurus	macrourus	2000.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.67	-999.00	"1,16"
Rodentia	Hystricidae	Atherurus	africanus	3180.00	3.50	148.13	-999.00	-999.00	-999.00	275	1.50	2.50	"1,2,16,25,29"
Rodentia	Hystricidae	Hystrix	pumila	2740.00	-999.00	-999.00	-999.00	-999.00	-999.00	114	-999.00	-999.00	"2,16"
Rodentia	Hystricidae	Hystrix	brachyura	8000.00	4.00	445.00	-999.00	-999.00	-999.00	327	-999.00	-999.00	"1,2,16"
Rodentia	Hystricidae	Hystrix	indica	14650.00	3.73	-999.00	-999.00	-999.00	-999.00	-999	2.00	-999.00	"1,16"
Rodentia	Hystricidae	Hystrix	cristata	18333.33	2.50	1000.00	-999.00	-999.00	-999.00	-999	2.43	-999.00	"1,16,25,29"
Rodentia	Hystricidae	Hystrix	africaeaustralis	15680.00	2.42	331.15	2.53	-999.00	15.20	-999	2.10	1.67	"1,2,16"
Rodentia	Muridae	Acomys	percivali	-999.00	1.27	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999.00	27
Rodentia	Muridae	Acomys	russatus	54.43	1.13	7.00	-999.00	-999.00	3.00	60	2.50	-999.00	"1,11"
Rodentia	Muridae	Acomys	wilsoni	20.00	1.27	-999.00	-999.00	10.00	-999.00	-999	-999.00	3.50	"1,16,27"
Rodentia	Muridae	Acomys	cahirinus	45.25	1.23	5.77	0.81	12.58	2.02	60	2.47	3.50	"1,2,16,23,25"
Rodentia	Muridae	Aethomys	hindei	107.00	0.82	-999.00	-999.00	-999.00	-999.00	-999	1.68	-999.00	"1,2,16"
Rodentia	Muridae	Aethomys	kaiseri	198.00	0.90	6.10	0.87	47.57	-999.00	-999	2.80	-999.00	"1,16"
Rodentia	Muridae	Aethomys	chrysophilus	78.55	0.83	4.45	0.98	31.00	3.77	-999	3.60	-999.00	"1,16,23"
Rodentia	Muridae	Aethomys	namaquensis	47.56	-999.00	2.50	0.80	12.50	-999.00	-999	3.75	2.00	"1,16"
Rodentia	Muridae	Akodon	varius	37.30	-999.00	-999.00	-999.00	-999.00	-999.00	-999	3.00	-999.00	4
Rodentia	Muridae	Akodon	cursor	39.70	-999.00	-999.00	-999.00	-999.00	-999.00	-999	3.00	-999.00	4
Rodentia	Muridae	Akodon	boliviensis	25.95	-999.00	-999.00	-999.00	-999.00	-999.00	-999	3.50	-999.00	4
Rodentia	Muridae	Akodon	molinae	33.00	0.77	3.00	0.87	-999.00	-999.00	-999	3.78	-999.00	"1,16"
Rodentia	Muridae	Akodon	dolores	50.00	-999.00	3.00	-999.00	-999.00	-999.00	-999	3.90	-999.00	"1,18"
Rodentia	Muridae	Akodon	azarae	27.33	0.79	2.20	0.49	-999.00	2.16	-999	4.05	1.00	"1,2,4,23"
Rodentia	Muridae	Akodon	longipilis	37.55	-999.00	3.30	-999.00	-999.00	2.25	-999	3.70	2.50	"1,4"
Rodentia	Muridae	Akodon	olivaceus	28.03	-999.00	-999.00	-999.00	-999.00	7.00	-999	5.50	2.50	"1,4"
Rodentia	Muridae	Akodon	urichi	50.00	-999.00	-999.00	-999.00	-999.00	2.70	-999	5.00	3.60	"1,16"
Rodentia	Muridae	Allocricetulus	eversmanni	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	2.00	1
Rodentia	Muridae	Alticola	roylei	35.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	4.30	-999.00	"1,16"
Rodentia	Muridae	Alticola	strelzowi	50.00	0.67	3.00	0.57	15.00	-999.00	-999	7.70	2.20	"1,2,11"
Rodentia	Muridae	Alticola	argentatus	37.70	-999.00	-999.00	-999.00	-999.00	-999.00	-999	3.60	2.50	"2,11"
Rodentia	Muridae	Apodemus	argenteus	-999.00	-999.00	-999.00	-999.00	-999.00	2.00	-999	4.12	-999.00	1
Rodentia	Muridae	Apodemus	peninsulae	32.90	-999.00	2.00	-999.00	-999.00	-999.00	-999	4.67	-999.00	"1,16"
Rodentia	Muridae	Apodemus	uralensis	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	6.40	-999.00	1
Rodentia	Muridae	Apodemus	mystacinus	45.60	0.77	3.00	0.88	-999.00	-999.00	-999	2.84	2.00	"1,13,16"
Rodentia	Muridae	Apodemus	flavicollis	29.35	0.85	2.40	0.73	8.70	1.67	48	5.54	2.80	"1,8,13,23,29"
Rodentia	Muridae	Apodemus	agrarius	21.50	0.71	1.90	0.88	-999.00	2.50	48	5.72	3.17	"1,13,16,29"
Rodentia	Muridae	Apodemus	sylvaticus	23.38	0.77	1.50	0.68	-999.00	2.34	48	5.18	3.83	"1,13,16,23,29"
Rodentia	Muridae	Arborimus	pomo	36.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.50	-999.00	26
Rodentia	Muridae	Arborimus	longicaudus	23.00	1.15	2.57	1.01	21.00	-999.00	-999	2.57	-999.00	"1,2,7,26"
Rodentia	Muridae	Arborimus	albipes	23.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	2.80	-999.00	"1,2,18"
Rodentia	Muridae	Arvicanthis	niloticus	64.50	0.73	4.15	0.75	21.67	1.82	-999	5.03	3.50	"1,16,25"
Rodentia	Muridae	Arvicola	sapidus	187.50	0.73	6.00	-999.00	-999.00	-999.00	-999	5.00	-999.00	13
Rodentia	Muridae	Arvicola	terrestris	120.00	0.71	5.86	0.51	42.00	1.69	60	5.08	3.22	"1,2,7"
Rodentia	Muridae	Auliscomys	micropus	72.60	-999.00	-999.00	-999.00	-999.00	2.00	-999	-999.00	-999.00	"1,16"
Rodentia	Muridae	Baiomys	taylori	7.83	0.74	1.16	0.68	3.59	1.95	43	2.67	-999.00	"1,2,11,23,26,29"
Rodentia	Muridae	Bandicota	indica	545.00	0.69	9.99	0.92	41.00	8.39	-999	7.44	-999.00	"1,2"
Rodentia	Muridae	Bandicota	bengalensis	166.67	0.64	4.43	0.97	22.90	2.60	-999	7.96	5.90	"1,2,16,23"
Rodentia	Muridae	Beamys	hindei	101.67	0.83	3.20	1.38	59.20	6.85	-999	4.26	-999.00	"1,2,23"
Rodentia	Muridae	Bolomys	lasiurus	39.93	0.74	3.45	-999.00	-999.00	2.28	-999	4.17	-999.00	"1,2,16"
Rodentia	Muridae	Calomys	lepidus	26.60	-999.00	2.05	-999.00	-999.00	-999.00	-999	4.15	-999.00	"1,16"
Rodentia	Muridae	Calomys	laucha	34.00	0.83	-999.00	-999.00	-999.00	-999.00	-999	4.65	-999.00	"1,2"
Rodentia	Muridae	Calomys	hummelincki	27.00	0.83	-999.00	-999.00	-999.00	-999.00	-999	5.00	-999.00	"3,18"
Rodentia	Muridae	Calomys	callosus	41.00	0.73	2.34	0.58	14.25	1.72	-999	5.06	-999.00	"1,4,16"
Rodentia	Muridae	Calomys	musculinus	17.60	0.74	-999.00	-999.00	-999.00	2.41	-999	5.40	-999.00	"1,2,16"
Rodentia	Muridae	Calomyscus	bailwardi	20.40	-999.00	-999.00	-999.00	-999.00	-999.00	-999	3.33	1.00	"1,16"
Rodentia	Muridae	Calomyscus	mystax	20.40	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	2.00	"1,16"
Rodentia	Muridae	Cannomys	badius	650.00	1.38	7.00	2.00	-999.00	-999.00	39	1.75	-999.00	"1,2,29"
Rodentia	Muridae	Chionomys	nivalis	54.00	0.69	3.70	0.75	-999.00	-999.00	-999	2.67	2.00	"1,2"
Rodentia	Muridae	Chionomys	gud	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	2.50	1
Rodentia	Muridae	Chiropodomys	gliroides	25.50	0.67	2.80	0.79	10.00	3.33	43	2.17	-999.00	"1,2,7,23"
Rodentia	Muridae	Chiruromys	vates	43.40	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	"1,16"
Rodentia	Muridae	Clethrionomys	gapperi	20.57	0.59	1.61	0.55	10.89	4.00	-999	5.04	2.71	"1,2,16,26"
Rodentia	Muridae	Clethrionomys	rufocanus	29.50	-999.00	-999.00	-999.00	10.00	2.03	-999	4.13	2.84	"1,16,23"
Rodentia	Muridae	Clethrionomys	glareolus	20.77	0.69	1.82	0.72	9.40	3.10	59	4.29	3.17	"1,2,7,8,13,23,29"
Rodentia	Muridae	Clethrionomys	californicus	23.60	0.62	-999.00	-999.00	-999.00	-999.00	-999	3.30	3.30	"6,26"
Rodentia	Muridae	Clethrionomys	rutilus	25.00	0.77	2.95	-999.00	-999.00	4.00	-999	7.00	3.80	"1,2,16,23,27"
Rodentia	Muridae	Colomys	goslingi	58.50	-999.00	-999.00	-999.00	-999.00	-999.00	36	2.00	-999.00	"1,2,13"
Rodentia	Muridae	Conilurus	penicillatus	144.00	1.16	-999.00	1.02	-999.00	-999.00	60	2.00	-999.00	"1,2,15"
Rodentia	Muridae	Cremnomys	blanfordi	14.10	-999.00	-999.00	-999.00	-999.00	-999.00	-999	2.50	-999.00	"1,16"
Rodentia	Muridae	Cremnomys	cutchicus	59.80	-999.00	-999.00	-999.00	-999.00	-999.00	-999	4.67	-999.00	"2,16"
Rodentia	Muridae	Cricetomys	gambianus	1092.60	1.17	23.10	1.02	-999.00	5.32	-999	3.33	4.33	"1,16,23,25"
Rodentia	Muridae	Cricetulus	barabensis	-999.00	-999.00	2.00	0.67	14.00	-999.00	-999	5.33	-999.00	1
Rodentia	Muridae	Cricetulus	migratorius	30.80	0.49	-999.00	-999.00	-999.00	-999.00	-999	4.10	2.00	"1,13,16"
Rodentia	Muridae	Cricetus	cricetus	506.67	0.71	5.05	0.83	105.05	3.34	48	7.73	2.00	"1,2,13,23"
Rodentia	Muridae	Dasymys	incomtus	106.18	-999.00	-999.00	1.00	30.00	2.34	-999	2.50	-999.00	"1,16"
Rodentia	Muridae	Dendromus	messorius	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	3.00	-999.00	1
Rodentia	Muridae	Dendromus	kahuziensis	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	3.50	-999.00	1
Rodentia	Muridae	Dendromus	mystacalis	7.20	-999.00	-999.00	-999.00	-999.00	-999.00	-999	4.29	-999.00	"1,16"
Rodentia	Muridae	Dendromus	mesomelas	10.60	-999.00	-999.00	-999.00	-999.00	-999.00	39	4.44	-999.00	"1,2,16"
Rodentia	Muridae	Dendromus	melanotis	7.36	0.83	-999.00	-999.00	-999.00	-999.00	-999	4.56	-999.00	"1,16,25"
Rodentia	Muridae	Dephomys	defua	45.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	2.75	-999.00	"1,2"
Rodentia	Muridae	Desmodilliscus	braueri	10.00	0.96	0.90	-999.00	-999.00	-999.00	-999	2.53	-999.00	"1,2"
Rodentia	Muridae	Desmodillus	auricularis	54.50	0.94	3.12	1.10	-999.00	-999.00	-999	3.29	-999.00	"1,2"
Rodentia	Muridae	Dicrostonyx	unalascensis	-999.00	0.70	5.20	-999.00	-999.00	-999.00	-999	2.80	-999.00	1
Rodentia	Muridae	Dicrostonyx	richardsoni	55.00	0.68	4.00	0.63	-999.00	3.00	24	3.50	-999.00	26
Rodentia	Muridae	Dicrostonyx	hudsonius	57.00	0.67	-999.00	-999.00	-999.00	-999.00	-999	-999.00	1.50	"1,18"
Rodentia	Muridae	Dicrostonyx	torquatus	85.00	0.60	2.97	1.00	25.50	3.00	45	4.07	2.00	"1,13"
Rodentia	Muridae	Dicrostonyx	groenlandicus	55.05	0.71	4.35	0.53	23.00	1.32	-999	3.27	2.50	"1,2,16,23"
Rodentia	Muridae	Dinaromys	bogdanovi	56.00	1.00	-999.00	-999.00	-999.00	-999.00	-999	2.50	1.50	"1,2"
Rodentia	Muridae	Eligmodontia	typus	21.40	-999.00	1.73	0.60	-999.00	1.75	-999	4.00	-999.00	"1,16"
Rodentia	Muridae	Ellobius	fuscocapillus	80.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	3.67	-999.00	"1,13"
Rodentia	Muridae	Ellobius	talpinus	38.00	0.87	-999.00	2.00	-999.00	3.15	-999	3.60	4.75	"1,16,23"
Rodentia	Muridae	Eolagurus	luteus	26.00	-999.00	-999.00	-999.00	-999.00	0.97	-999	7.50	3.50	"1,23"
Rodentia	Muridae	Gerbillurus	setzeri	38.60	0.70	2.30	0.85	20.15	-999.00	-999	3.00	-999.00	11
Rodentia	Muridae	Gerbillurus	paeba	28.50	0.79	2.10	0.82	13.50	2.49	-999	3.63	-999.00	"1,2,11"
Rodentia	Muridae	Gerbillurus	tytonis	24.00	-999.00	1.90	0.97	13.00	-999.00	-999	4.40	-999.00	"1,11"
Rodentia	Muridae	Gerbillus	gleadowi	26.10	0.67	1.90	-999.00	-999.00	-999.00	-999	3.50	-999.00	"1,16"
Rodentia	Muridae	Gerbillus	andersoni	22.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	3.90	-999.00	"1,16"
Rodentia	Muridae	Gerbillus	henleyi	11.70	-999.00	-999.00	-999.00	-999.00	-999.00	-999	4.00	-999.00	"1,16"
Rodentia	Muridae	Gerbillus	gerbillus	25.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	4.10	-999.00	"1,13"
Rodentia	Muridae	Gerbillus	dasyurus	24.40	0.84	-999.00	-999.00	-999.00	-999.00	-999	4.40	-999.00	"1,16"
Rodentia	Muridae	Gerbillus	perpallidus	-999.00	0.67	2.24	-999.00	17.23	-999.00	-999	4.46	-999.00	1
Rodentia	Muridae	Gerbillus	simoni	-999.00	-999.00	-999.00	0.88	-999.00	3.06	-999	4.68	-999.00	1
Rodentia	Muridae	Gerbillus	cheesmani	43.35	-999.00	-999.00	-999.00	-999.00	-999.00	-999	8.00	-999.00	"1,16"
